Trap Name,QR Code,Trap ID,Date,Lat,Long,Crop,Common Name,Scientific Name,Daily Average Count,Mid Thresh,High Thresh,Incremental Count,Cumulative Count,Actual Count,7 Day Cumulative
PSU_ADAMS_OFMCD_PEACHES_4,TP862382065548611,4638,3/7/2024,39.9364,-77.2521,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,0,0,
PSU_ADAMS_OFMCD_PEACHES_5,TP862382065571076,4639,3/9/2024,39.9394,-77.2555,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,0,0,
PSU_ADAMS_OFMCD_PEACHES_5,TP862382065571076,4639,5/12/2024,39.9394,-77.2555,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,7,,
PSU_ADAMS_OFMCD_PEACHES_5,TP862382065571076,4639,5/13/2024,39.9394,-77.2555,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,7,,
PSU_ADAMS_OFMCD_PEACHES_5,TP862382065571076,4639,5/14/2024,39.9394,-77.2555,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,7,,
PSU_ADAMS_OFMCD_PEACHES_5,TP862382065571076,4639,5/15/2024,39.9394,-77.2555,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,7,,
PSU_ADAMS_OFMCD_PEACHES_5,TP862382065571076,4639,5/16/2024,39.9394,-77.2555,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,7,,
PSU_ADAMS_OFMCD_PEACHES_5,TP862382065571076,4639,5/17/2024,39.9394,-77.2555,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,7,,
PSU_ADAMS_OFMCD_PEACHES_5,TP862382065571076,4639,5/18/2024,39.9394,-77.2555,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,7,,
PSU_ADAMS_OFMCD_PEACHES_5,TP862382065571076,4639,5/19/2024,39.9394,-77.2555,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,7,,
PSU_ADAMS_OFMCD_PEACHES_5,TP862382065571076,4639,5/20/2024,39.9394,-77.2555,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,7,,
PSU_ADAMS_OFMCD_PEACHES_5,TP862382065571076,4639,5/21/2024,39.9394,-77.2555,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,7,,
PSU_ADAMS_OFMCD_PEACHES_5,TP862382065571076,4639,5/22/2024,39.9394,-77.2555,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,7,,
PSU_ADAMS_OFMCD_PEACHES_5,TP862382065571076,4639,5/23/2024,39.9394,-77.2555,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,7,,
PSU_ADAMS_OFMCD_PEACHES_5,TP862382065571076,4639,5/24/2024,39.9394,-77.2555,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,7,,
PSU_ADAMS_OFMCD_PEACHES_5,TP862382065571076,4639,5/25/2024,39.9394,-77.2555,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,7,,
PSU_ADAMS_OFMCD_PEACHES_5,TP862382065571076,4639,5/26/2024,39.9394,-77.2555,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,7,,
PSU_ADAMS_OFMCD_PEACHES_5,TP862382065571076,4639,5/27/2024,39.9394,-77.2555,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,7,,
PSU_ADAMS_OFMCD_PEACHES_5,TP862382065571076,4639,5/28/2024,39.9394,-77.2555,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,7,,
PSU_ADAMS_OFMCD_PEACHES_5,TP862382065571076,4639,5/29/2024,39.9394,-77.2555,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,7,,
PSU_ADAMS_OFMCD_PEACHES_5,TP862382065571076,4639,5/30/2024,39.9394,-77.2555,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,7,,
PSU_ADAMS_OFMCD_PEACHES_5,TP862382065571076,4639,5/31/2024,39.9394,-77.2555,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,7,,
PSU_ADAMS_OFMCD_PEACHES_5,TP862382065571076,4639,6/1/2024,39.9394,-77.2555,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,7,,
PSU_ADAMS_OFMCD_PEACHES_5,TP862382065571076,4639,6/2/2024,39.9394,-77.2555,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,7,,
PSU_ADAMS_OFMCD_PEACHES_5,TP862382065571076,4639,6/3/2024,39.9394,-77.2555,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,7,,
PSU_ADAMS_OFMCD_PEACHES_5,TP862382065571076,4639,6/4/2024,39.9394,-77.2555,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,7,,
PSU_ADAMS_OFMCD_PEACHES_5,TP862382065571076,4639,6/5/2024,39.9394,-77.2555,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,7,,
PSU_ADAMS_OFMCD_PEACHES_5,TP862382065571076,4639,6/6/2024,39.9394,-77.2555,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,7,,
PSU_ADAMS_OFMCD_PEACHES_5,TP862382065571076,4639,6/7/2024,39.9394,-77.2555,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,7,0,
PSU_ADAMS_OFMCD_PEACHES_5,TP862382065571076,4639,6/15/2024,39.9394,-77.2555,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,7,,
PSU_ADAMS_OFMCD_PEACHES_5,TP862382065571076,4639,6/16/2024,39.9394,-77.2555,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,7,,
PSU_ADAMS_OFMCD_PEACHES_5,TP862382065571076,4639,6/17/2024,39.9394,-77.2555,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,7,,
PSU_ADAMS_OFMCD_PEACHES_5,TP862382065571076,4639,6/18/2024,39.9394,-77.2555,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,7,,
PSU_ADAMS_OFMCD_PEACHES_5,TP862382065571076,4639,6/19/2024,39.9394,-77.2555,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,7,0,
PSU_ADAMS_OFMCD_PEACHES_2,TP862382065563677,4631,3/11/2024,39.9482,-77.3025,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,0,0,
PSU_ADAMS_OFMCD_PEACHES_1,TP862382065575663,4630,3/8/2024,39.9486,-77.3031,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,0,0,
PSU_ADAMS_OFMCD_PEACHES_3,TP862382065584608,4632,3/8/2024,39.9492,-77.3022,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,0,0,
GFS_RL_DS_Peach_OFM,TP864499062064471,6055,4/20/2024,40.048,-77.0938,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,0,0,
PSU_BEDFORD_OFMCD_PEACHES_1,TP862382065570862,4670,3/9/2024,40.0898,-78.6326,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,0,0,
PSU_BEDFORD_OFMCD_PEACHES_1,TP862382065570862,4670,3/18/2024,40.0898,-78.6326,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,0,,
PSU_BEDFORD_OFMCD_PEACHES_1,TP862382065570862,4670,3/19/2024,40.0898,-78.6326,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,0,,
PSU_BEDFORD_OFMCD_PEACHES_1,TP862382065570862,4670,3/20/2024,40.0898,-78.6326,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,0,,
PSU_BEDFORD_OFMCD_PEACHES_1,TP862382065570862,4670,3/21/2024,40.0898,-78.6326,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,0,,
PSU_BEDFORD_OFMCD_PEACHES_1,TP862382065570862,4670,3/22/2024,40.0898,-78.6326,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,0,,
PSU_BEDFORD_OFMCD_PEACHES_1,TP862382065570862,4670,3/23/2024,40.0898,-78.6326,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,0,,
PSU_BEDFORD_OFMCD_PEACHES_1,TP862382065570862,4670,3/24/2024,40.0898,-78.6326,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,0,,
PSU_BEDFORD_OFMCD_PEACHES_1,TP862382065570862,4670,3/25/2024,40.0898,-78.6326,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,0,,
PSU_BEDFORD_OFMCD_PEACHES_1,TP862382065570862,4670,3/26/2024,40.0898,-78.6326,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,0,,
PSU_BEDFORD_OFMCD_PEACHES_1,TP862382065570862,4670,3/27/2024,40.0898,-78.6326,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,0,,
PSU_BEDFORD_OFMCD_PEACHES_1,TP862382065570862,4670,3/28/2024,40.0898,-78.6326,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,0,,
PSU_BEDFORD_OFMCD_PEACHES_1,TP862382065570862,4670,3/29/2024,40.0898,-78.6326,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,0,,
PSU_BEDFORD_OFMCD_PEACHES_1,TP862382065570862,4670,3/30/2024,40.0898,-78.6326,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,0,,
PSU_BEDFORD_OFMCD_PEACHES_1,TP862382065570862,4670,3/31/2024,40.0898,-78.6326,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,0,,
PSU_BEDFORD_OFMCD_PEACHES_1,TP862382065570862,4670,4/1/2024,40.0898,-78.6326,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,0,,
PSU_BEDFORD_OFMCD_PEACHES_1,TP862382065570862,4670,4/2/2024,40.0898,-78.6326,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,0,,
PSU_BEDFORD_OFMCD_PEACHES_1,TP862382065570862,4670,4/3/2024,40.0898,-78.6326,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,0,,
PSU_BEDFORD_OFMCD_PEACHES_1,TP862382065570862,4670,4/4/2024,40.0898,-78.6326,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,0,,
PSU_BEDFORD_OFMCD_PEACHES_1,TP862382065570862,4670,4/5/2024,40.0898,-78.6326,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,0,,
PSU_BEDFORD_OFMCD_PEACHES_1,TP862382065570862,4670,4/6/2024,40.0898,-78.6326,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,0,,
PSU_BEDFORD_OFMCD_PEACHES_1,TP862382065570862,4670,4/7/2024,40.0898,-78.6326,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,0,0,
PSU_BEDFORD_OFMCD_PEACHES_2,TP862382065564873,4672,3/10/2024,40.10961,-78.6174,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,0,0,
PSU_BEDFORD_OFMCD_PEACHES_3_Replacement,TP862382065566159,8132,7/6/2024,40.1142,-78.6294,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,3,0.57,1.14,3,3,3,
PSU_BEDFORD_OFMCD_PEACHES_3,TP862382065573593,4673,3/9/2024,40.1146,-78.6293,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,0,0,
PSU_BEDFORD_OFMCD_PEACHES_3,TP862382065573593,4673,5/14/2024,40.1146,-78.6293,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,159,,
PSU_BEDFORD_OFMCD_PEACHES_3,TP862382065573593,4673,5/15/2024,40.1146,-78.6293,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,159,,
PSU_BEDFORD_OFMCD_PEACHES_3,TP862382065573593,4673,5/16/2024,40.1146,-78.6293,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,159,,
PSU_BEDFORD_OFMCD_PEACHES_3,TP862382065573593,4673,5/17/2024,40.1146,-78.6293,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,159,,
PSU_BEDFORD_OFMCD_PEACHES_3,TP862382065573593,4673,5/18/2024,40.1146,-78.6293,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,159,,
PSU_BEDFORD_OFMCD_PEACHES_3,TP862382065573593,4673,5/19/2024,40.1146,-78.6293,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,159,,
PSU_BEDFORD_OFMCD_PEACHES_3,TP862382065573593,4673,5/20/2024,40.1146,-78.6293,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,159,,
PSU_BEDFORD_OFMCD_PEACHES_3,TP862382065573593,4673,5/21/2024,40.1146,-78.6293,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,159,,
PSU_BEDFORD_OFMCD_PEACHES_3,TP862382065573593,4673,5/22/2024,40.1146,-78.6293,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,159,,
PSU_BEDFORD_OFMCD_PEACHES_3,TP862382065573593,4673,5/23/2024,40.1146,-78.6293,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,159,,
PSU_BEDFORD_OFMCD_PEACHES_3,TP862382065573593,4673,5/24/2024,40.1146,-78.6293,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,159,,
PSU_BEDFORD_OFMCD_PEACHES_3,TP862382065573593,4673,5/25/2024,40.1146,-78.6293,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,159,,
PSU_BEDFORD_OFMCD_PEACHES_3,TP862382065573593,4673,5/26/2024,40.1146,-78.6293,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,159,,
PSU_BEDFORD_OFMCD_PEACHES_3,TP862382065573593,4673,5/27/2024,40.1146,-78.6293,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,159,,
PSU_BEDFORD_OFMCD_PEACHES_3,TP862382065573593,4673,5/28/2024,40.1146,-78.6293,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,159,,
PSU_BEDFORD_OFMCD_PEACHES_3,TP862382065573593,4673,5/29/2024,40.1146,-78.6293,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,159,,
PSU_BEDFORD_OFMCD_PEACHES_3,TP862382065573593,4673,5/30/2024,40.1146,-78.6293,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,159,27,
GFS_RL_Paulus_Rhettland_CM,TP864499062051114,6077,4/20/2024,40.1205,-76.9579,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,0,0,
PSU_DAUPHIN_OFMCD_PEACHES_3,TP862382065541533,4655,3/8/2024,40.2491,-76.7756,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,0,0,
PSU_DAUPHIN_OFMCD_PEACHES_2,TP862382065548934,4654,3/8/2024,40.2513,-76.7738,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,0,0,
PSU_DAUPHIN_OFMCD_PEACHES_1,TP862382065551789,4652,3/8/2024,40.2522,-76.7757,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,0,0,
PSU_BERKE_OFMCD_PEACHES_1,TP862382065541152,4644,3/8/2024,40.33489,-75.66525,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,0,0,
PSU_BERKES_OFMCD_PEACHES_2,TP862382065549122,4646,3/9/2024,40.3359,-75.6688,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,0,0,
PSU_BERKES_OFMCD_PEACHES_3,TP862382065565136,4648,3/8/2024,40.3366,-75.6671,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,0,0,
PSU_ALLEGHENY_OFMCD_PEACHES_1,TP862382065542903,4665,3/9/2024,40.6248,-80.0846,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,0,0,
PSU_ALLEGHENY_OFMCD_PEACHES_2,TP862382065568692,4666,3/9/2024,40.625,-80.0852,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,0,0,
PSU_ALLEGHENY_OFMCD_PEACHES_3,TP862382065565672,4667,3/18/2024,40.6255,-80.0801,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,0,0,
PSU_ALLEGHENY_OFMCD_PEACHES_3,TP862382065565672,4667,5/27/2024,40.6255,-80.0801,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,16,,
PSU_ALLEGHENY_OFMCD_PEACHES_3,TP862382065565672,4667,5/28/2024,40.6255,-80.0801,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,16,,
PSU_ALLEGHENY_OFMCD_PEACHES_3,TP862382065565672,4667,5/29/2024,40.6255,-80.0801,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,16,,
PSU_ALLEGHENY_OFMCD_PEACHES_3,TP862382065565672,4667,5/30/2024,40.6255,-80.0801,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,16,1,
2 PSU_ALLEGHENY_OFMCD_PEACHES_3_Replacement,TP862382065562034,8130,7/6/2024,40.6258,-80.0823,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,0,0,
PSU_CENTRE_OFMCD_PEACHES_1,TP862382065576067,4919,3/29/2024,40.76172,-77.88228,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,0,0,
PSU_CENTRE_OFMCD_PEACHES_3,TP862382065554270,4921,3/30/2024,40.7625,-77.8812,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,0,0,
PSU_CENTRE_OFMCD_PEACHES_1,TP862382065552639,4917,3/29/2024,40.7642,-77.8828,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,0,0,
PSU_ERIE_OFMCD_PEACHES_1,TP862382065570102,4657,3/9/2024,42.1629,-79.892,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,0,0,
PSU_ERIE_OFMCD_PEACHES_3,TP862382065578568,4661,3/9/2024,42.1631,-79.8912,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,0,0,
PSU_ERIE_OFMCD_PEACHES_2,TP862382065574914,4659,3/10/2024,42.1647,-79.8928,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,0,0,
GFS_RL_Deardorff_Peach_OFM,TP864499062064463,6301,4/28/2024,39.8912,-77.372,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,0,0,0
GFS_RL_Deardorff_Peach_OFM,TP864499062064463,6301,4/29/2024,39.8912,-77.372,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,1,1,0
GFS_RL_Deardorff_Peach_OFM,TP864499062064463,6301,5/26/2024,39.8912,-77.372,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,5,0.57,1.14,5,53,25,0
PSU_ADAMS_OFMCD_PEACHES_6,TP862382065542671,4640,3/13/2024,39.9351,-77.2521,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,0,0,0
PSU_ADAMS_OFMCD_PEACHES_6,TP862382065542671,4640,3/14/2024,39.9351,-77.2521,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,0,0,0
PSU_ADAMS_OFMCD_PEACHES_6,TP862382065542671,4640,3/15/2024,39.9351,-77.2521,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,0,0,0
PSU_ADAMS_OFMCD_PEACHES_6,TP862382065542671,4640,3/16/2024,39.9351,-77.2521,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,0,0,0
PSU_ADAMS_OFMCD_PEACHES_6,TP862382065542671,4640,3/17/2024,39.9351,-77.2521,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,0,0,0
PSU_ADAMS_OFMCD_PEACHES_6,TP862382065542671,4640,3/18/2024,39.9351,-77.2521,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,0,0,0
PSU_ADAMS_OFMCD_PEACHES_6,TP862382065542671,4640,3/19/2024,39.9351,-77.2521,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,0,0,0
PSU_ADAMS_OFMCD_PEACHES_6,TP862382065542671,4640,3/20/2024,39.9351,-77.2521,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,0,0,0
PSU_ADAMS_OFMCD_PEACHES_6,TP862382065542671,4640,3/21/2024,39.9351,-77.2521,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,0,,0
PSU_ADAMS_OFMCD_PEACHES_6,TP862382065542671,4640,3/22/2024,39.9351,-77.2521,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,0,,0
PSU_ADAMS_OFMCD_PEACHES_6,TP862382065542671,4640,3/23/2024,39.9351,-77.2521,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,0,,0
PSU_ADAMS_OFMCD_PEACHES_6,TP862382065542671,4640,3/24/2024,39.9351,-77.2521,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,0,,0
PSU_ADAMS_OFMCD_PEACHES_6,TP862382065542671,4640,3/25/2024,39.9351,-77.2521,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,0,,0
PSU_ADAMS_OFMCD_PEACHES_6,TP862382065542671,4640,3/26/2024,39.9351,-77.2521,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,0,,0
PSU_ADAMS_OFMCD_PEACHES_6,TP862382065542671,4640,3/27/2024,39.9351,-77.2521,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,0,,0
PSU_ADAMS_OFMCD_PEACHES_6,TP862382065542671,4640,4/10/2024,39.9351,-77.2521,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,1,1,0
PSU_ADAMS_OFMCD_PEACHES_6,TP862382065542671,4640,5/18/2024,39.9351,-77.2521,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,45,0,0
PSU_ADAMS_OFMCD_PEACHES_6,TP862382065542671,4640,5/19/2024,39.9351,-77.2521,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,45,0,0
PSU_ADAMS_OFMCD_PEACHES_6,TP862382065542671,4640,5/20/2024,39.9351,-77.2521,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,45,0,0
PSU_ADAMS_OFMCD_PEACHES_6,TP862382065542671,4640,5/21/2024,39.9351,-77.2521,Stone Fruit,Oriental Fruit Moth,Grapholita molesta,2,0.57,1.14,2,47,2,0
