Trap Name,QR Code,Trap ID,Date,adm2,Lat,Long,Crop,Common Name,Scientific Name,Daily Average Count,Mid Thresh,High Thresh,Incremental Count,Cumulative Count,Actual Count,7 Day Cumulative
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,5/3/2024,Dauphin,40.2501,-76.7659,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,13,13,13
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,5/4/2024,Dauphin,40.2501,-76.7659,Apples,Codling moth,Cydia pomonella,2,0.14,0.43,2,15,15,13
PSU_BERKS_CMDAC_APPLES_3,TP862382065571126,7647,6/15/2024,Berks,40.3354,-75.6696,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,21,17,13
PSU_BERKS_CMDAC_APPLES_3,TP862382065571126,7647,7/3/2024,Berks,40.3354,-75.6696,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,43,14,13
PSU_BERKS_CMDAC_APPLES_3,TP862382065571126,7647,7/4/2024,Berks,40.3354,-75.6696,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,43,0,13
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,5/24/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,62,31,12
PSU_BERKS_CMDAC_APPLES_3,TP862382065571126,7647,6/16/2024,Berks,40.3354,-75.6696,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,21,15,12
PSU_BERKS_CMDAC_APPLES_3,TP862382065571126,7647,6/28/2024,Berks,40.3354,-75.6696,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,38,17,12
PSU_BERKS_CMDAC_APPLES_3,TP862382065571126,7647,6/29/2024,Berks,40.3354,-75.6696,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,38,14,12
PSU_BERKS_CMDAC_APPLES_3,TP862382065571126,7647,6/30/2024,Berks,40.3354,-75.6696,Apples,Codling moth,Cydia pomonella,2,0.14,0.43,2,40,16,12
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,6/3/2024,Dauphin,40.2501,-76.7659,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,107,49,11
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,6/6/2024,Dauphin,40.2501,-76.7659,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,108,38,11
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,6/7/2024,Dauphin,40.2501,-76.7659,Apples,Codling moth,Cydia pomonella,1,0.14,0.43,1,109,39,11
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,5/15/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,25,0.14,0.43,25,44,25,11
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,6/6/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,1,0.14,0.43,1,27,15,11
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,6/4/2024,Dauphin,40.2501,-76.7659,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,107,47,10
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,6/5/2024,Dauphin,40.2501,-76.7659,Apples,Codling moth,Cydia pomonella,1,0.14,0.43,1,108,48,10
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,6/3/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,3,0.14,0.43,3,24,14,10
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,6/7/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,27,14,10
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,6/8/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,27,14,10
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,6/9/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,1,0.14,0.43,1,28,15,10
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,5/10/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,11,7,10
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,5/24/2024,Dauphin,40.2501,-76.7659,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,96,51,9
PSU_BERKS_CMDAC_APPLES_2,TP862382065550526,6335,6/13/2024,Berks,40.335,-75.6686,Apples,Codling moth,Cydia pomonella,1,0.14,0.43,1,13,9,9
PSU_BERKS_CMDAC_APPLES_3,TP862382065571126,7647,6/9/2024,Berks,40.3354,-75.6696,Apples,Codling moth,Cydia pomonella,7,0.14,0.43,7,16,16,9
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,5/28/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,15,6,9
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,5/29/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,15,5,9
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,5/31/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,17,7,9
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,6/4/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,24,12,9
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,6/5/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,2,0.14,0.43,2,26,14,9
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,5/9/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,1,0.14,0.43,1,11,9,9
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,5/11/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,1,0.14,0.43,1,12,8,9
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,6/27/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,41,15,9
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,6/28/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,41,7,9
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,6/29/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,41,0,9
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,6/30/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,41,0,9
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,6/5/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,70,28,8
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,6/11/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,75,27,8
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,6/15/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,78,21,8
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,6/28/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,87,1,8
PSU_BERKS_CMDAC_APPLES_2,TP862382065550526,6335,6/7/2024,Berks,40.335,-75.6686,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,,11,,8
PSU_BERKS_CMDAC_APPLES_2,TP862382065550526,6335,6/8/2024,Berks,40.335,-75.6686,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,11,7,8
PSU_BERKS_CMDAC_APPLES_2,TP862382065550526,6335,6/9/2024,Berks,40.335,-75.6686,Apples,Codling moth,Cydia pomonella,0.25,0.14,0.43,,11,,8
PSU_BERKS_CMDAC_APPLES_2,TP862382065550526,6335,6/10/2024,Berks,40.335,-75.6686,Apples,Codling moth,Cydia pomonella,0.25,0.14,0.43,,11,,8
PSU_BERKS_CMDAC_APPLES_2,TP862382065550526,6335,6/11/2024,Berks,40.335,-75.6686,Apples,Codling moth,Cydia pomonella,0.25,0.14,0.43,,11,,8
PSU_BERKS_CMDAC_APPLES_2,TP862382065550526,6335,6/12/2024,Berks,40.335,-75.6686,Apples,Codling moth,Cydia pomonella,0.25,0.14,0.43,1,12,8,8
PSU_BERKS_CMDAC_APPLES_3,TP862382065571126,7647,6/8/2024,Berks,40.3354,-75.6696,Apples,Codling moth,Cydia pomonella,1,0.14,0.43,1,9,9,8
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,5/13/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,13,8,8
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,5/14/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,13,7,8
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,7/1/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,41,0,8
PSU_CENTRE_CMDAC_APPLES_2,TP862382065550062,6093,6/28/2024,Centre,40.7623,-77.8829,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,20,3,8
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,5/25/2024,Dauphin,40.2501,-76.7659,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,96,51,7
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,6/2/2024,Dauphin,40.2501,-76.7659,Apples,Codling moth,Cydia pomonella,4,0.14,0.43,4,107,51,7
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,6/8/2024,Dauphin,40.2501,-76.7659,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,109,39,7
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,6/28/2024,Dauphin,40.2501,-76.7659,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,124,0,7
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,6/29/2024,Dauphin,40.2501,-76.7659,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,124,0,7
PSU_BERKS_CMDAC_APPLES_3,TP862382065571126,7647,6/18/2024,Berks,40.3354,-75.6696,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,24,16,7
PSU_BERKS_CMDAC_APPLES_3,TP862382065571126,7647,6/19/2024,Berks,40.3354,-75.6696,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,24,16,7
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,5/30/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,2,0.14,0.43,2,17,7,7
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,6/10/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,28,15,7
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,6/20/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,36,15,7
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,6/21/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,1,0.14,0.43,1,37,16,7
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,6/22/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,37,14,7
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,6/23/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,37,13,7
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,6/26/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,41,9,7
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,5/12/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,1,0.14,0.43,1,13,9,7
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,5/15/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,1,0.14,0.43,1,14,8,7
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,7/3/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,42,1,7
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,5/15/2024,Dauphin,40.2501,-76.7659,Apples,Codling moth,Cydia pomonella,30,0.14,0.43,30,62,30,6
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,6/1/2024,Dauphin,40.2501,-76.7659,Apples,Codling moth,Cydia pomonella,1,0.14,0.43,1,103,47,6
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,6/9/2024,Dauphin,40.2501,-76.7659,Apples,Codling moth,Cydia pomonella,2,0.14,0.43,2,111,41,6
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,6/16/2024,Dauphin,40.2501,-76.7659,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,115,29,6
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,6/30/2024,Dauphin,40.2501,-76.7659,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,124,0,6
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,7/1/2024,Dauphin,40.2501,-76.7659,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,124,0,6
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,7/2/2024,Dauphin,40.2501,-76.7659,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,124,0,6
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,5/25/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,62,31,6
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,6/10/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,2,0.14,0.43,2,75,30,6
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,6/16/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,1,0.14,0.43,1,79,22,6
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,6/17/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,79,22,6
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,6/29/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,87,1,6
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,6/30/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,87,1,6
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,7/1/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,87,1,6
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,7/2/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,87,1,6
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,7/3/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,87,1,6
PSU_BERKS_CMDAC_APPLES_3,TP862382065571126,7647,6/21/2024,Berks,40.3354,-75.6696,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,26,17,6
PSU_BERKS_CMDAC_APPLES_3,TP862382065571126,7647,6/26/2024,Berks,40.3354,-75.6696,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,30,14,6
PSU_BERKS_CMDAC_APPLES_3,TP862382065571126,7647,6/27/2024,Berks,40.3354,-75.6696,Apples,Codling moth,Cydia pomonella,8,0.14,0.43,8,38,22,6
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,6/1/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,17,7,6
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,6/2/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,4,0.14,0.43,4,21,11,6
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,6/17/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,34,16,6
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,6/18/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,34,16,6
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,5/18/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,17,9,6
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,5/22/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,19,8,6
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,7/2/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,1,0.14,0.43,1,42,1,6
PSU_CENTRE_CMDAC_APPLES_2,TP862382065550062,6093,6/24/2024,Centre,40.7623,-77.8829,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,15,8,6
PSU_CENTRE_CMDAC_APPLES_2,TP862382065550062,6093,6/29/2024,Centre,40.7623,-77.8829,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,20,0,6
PSU_CENTRE_CMDAC_APPLES_2,TP862382065550062,6093,6/30/2024,Centre,40.7623,-77.8829,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,20,0,6
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,6/11/2024,Dauphin,40.2501,-76.7659,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,112,37,5
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,6/12/2024,Dauphin,40.2501,-76.7659,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,112,36,5
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,6/19/2024,Dauphin,40.2501,-76.7659,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,117,31,5
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,6/20/2024,Dauphin,40.2501,-76.7659,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,117,30,5
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,6/21/2024,Dauphin,40.2501,-76.7659,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,117,26,5
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,6/22/2024,Dauphin,40.2501,-76.7659,Apples,Codling moth,Cydia pomonella,1,0.14,0.43,1,118,27,5
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,7/3/2024,Dauphin,40.2501,-76.7659,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,124,0,5
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,7/4/2024,Dauphin,40.2501,-76.7659,Apples,Codling moth,Cydia pomonella,1,0.14,0.43,1,125,1,5
