trap_device_id,trap_id,trap_device_name,lat,lon,crop_id,crop_name,pest_id,pest_name,fields_region_state,fields_state,trapdata_date,DD Accumulation,trapdata_daily_avg_count,trapdata_trap_count,trapdata_incremental_count,trapdata_cumulative_count
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,6/23/2023,796,1,2,1,25
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,6/24/2023,821,0,2,0,25
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,6/25/2023,846,3,5,3,28
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,6/26/2023,873,0,4,0,28
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,6/27/2023,895,4,8,4,32
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,6/28/2023,915,5,13,5,37
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,6/29/2023,935,2,15,2,39
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,6/30/2023,956,0,15,0,39
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,7/1/2023,980,0,0,0,39
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,7/2/2023,1008,0,0,0,39
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,7/3/2023,1035,0,0,0,39
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,7/4/2023,1063,1,1,1,40
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,7/5/2023,1092,0,1,0,40
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,7/6/2023,1121,0,1,0,40
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,7/7/2023,1150,0,0,0,40
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,7/8/2023,1179,2,2,2,42
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,7/9/2023,1202,0,1,0,42
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,7/10/2023,1227,2,3,2,44
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,7/11/2023,1252,0,2,0,44
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,7/12/2023,1279,1,3,1,45
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,7/13/2023,1309,1,4,1,46
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,7/14/2023,1338,0,0,0,46
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,7/15/2023,1367,1,1,1,47
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,7/16/2023,1395,0,1,0,47
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,7/17/2023,1422,1,2,1,48
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,7/18/2023,1447,4,6,4,52
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,7/19/2023,1473,0,6,0,52
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,7/20/2023,1502,2,2,2,54
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,7/21/2023,1523,0,2,0,54
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,7/22/2023,1546,7,9,7,61
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,7/23/2023,1569,3,12,3,64
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,7/24/2023,1592,0,10,0,64
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,7/25/2023,1617,1,11,1,65
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,7/26/2023,1643,1,12,1,66
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,7/27/2023,1675,2,14,2,68
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,7/28/2023,1706,3,3,3,71
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,7/29/2023,1736,0,3,0,71
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,7/30/2023,1758,6,9,6,77
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,7/31/2023,1779,1,10,1,78
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,8/1/2023,1798,2,12,2,80
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,8/2/2023,1817,1,13,1,81
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,8/3/2023,1837,0,12,0,81
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,8/4/2023,1860,0,11,0,81
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,8/5/2023,1883,0,11,0,81
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,8/6/2023,1910,0,11,0,81
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,8/7/2023,1936,1,12,1,82
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,8/8/2023,1960,0,10,0,82
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,8/9/2023,1983,2,12,2,84
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,8/10/2023,2005,1,13,1,85
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,8/11/2023,2030,4,17,4,89
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,8/12/2023,2057,0,13,0,89
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,8/13/2023,2084,2,15,2,91
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,8/14/2023,2110,2,17,2,93
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,8/15/2023,2141,1,18,1,94
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,8/16/2023,2164,1,19,1,95
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,8/17/2023,2188,1,1,1,96
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,8/18/2023,2210,1,2,1,97
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,8/19/2023,2228,10,12,10,107
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,8/20/2023,2250,1,13,1,108
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,8/21/2023,2277,0,13,0,108
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,8/22/2023,2299,2,15,2,110
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,8/23/2023,2318,0,14,0,110
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,8/24/2023,2339,0,1,0,110
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,8/25/2023,2366,0,1,0,110
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,8/26/2023,2394,1,2,1,111
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,8/27/2023,2418,0,2,0,111
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,8/28/2023,2442,1,3,1,112
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,8/29/2023,2463,1,4,1,113
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,8/30/2023,2487,0,3,0,113
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,8/31/2023,2505,0,3,0,113
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,9/1/2023,2524,2,5,2,115
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,9/2/2023,2544,1,6,1,116
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,9/3/2023,2571,0,6,0,116
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,9/4/2023,2604,0,6,0,116
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,9/5/2023,2635,1,7,1,117
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,9/6/2023,2667,0,7,0,117
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,9/7/2023,2698,0,7,0,117
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,9/8/2023,2723,1,8,1,118
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,9/9/2023,2749,0,8,0,118
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,9/10/2023,2772,0,8,0,118
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,9/11/2023,2796,0,8,0,118
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,9/12/2023,2818,0,8,0,118
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,9/13/2023,2839,0,8,0,118
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,9/14/2023,2856,1,9,1,119
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,9/15/2023,2870,0,9,0,119
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,9/16/2023,2884,0,8,0,119
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,9/17/2023,2891,1,9,1,120
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,9/18/2023,2907,0,9,0,120
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,9/19/2023,2921,0,8,0,120
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,9/20/2023,2934,1,9,1,121
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,9/21/2023,2949,0,9,0,121
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,9/22/2023,2961,0,9,0,121
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,9/23/2023,2968,0,9,0,121
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,9/24/2023,2977,0,8,0,121
TP862382065550328,2258,Peters Kennedy cm L2 TP862382065550328,40.0522,-77.1573,19,Apples,10,Cydia pomonella,Pennsylvania,,9/25/2023,2988,0,8,0,121
TP862382065554114,2251,Peters papes Farm bin pad cm pp TP862382065554114,40.02869,-77.152,19,Apples,10,Cydia pomonella,Pennsylvania,,4/22/2023,83,27,54,54,54
TP862382065554114,2251,Peters papes Farm bin pad cm pp TP862382065554114,40.02869,-77.152,19,Apples,10,Cydia pomonella,Pennsylvania,,4/23/2023,83,0,1,0,54
TP862382065554114,2251,Peters papes Farm bin pad cm pp TP862382065554114,40.02869,-77.152,19,Apples,10,Cydia pomonella,Pennsylvania,,4/24/2023,83,0,1,0,54
